"resp.id","ques","alt","brandFord","brandGM","brandDodge","enghyb","engelec","price"
1,17,4,0,0,0,0,0,0
1,18,1,1,0,0,0,0,0.386171608231962
1,18,2,1,0,0,0,0,0.815926771145314
1,18,3,0,0,1,0,1,0.0817159586586058
1,18,4,0,0,0,0,0,0
1,19,1,0,1,0,0,1,0.0646001438144594
1,19,2,0,0,1,0,1,0.518628991441801
1,19,3,0,1,0,0,1,0.915454316651449
1,19,4,0,0,0,0,0,0
1,20,1,0,0,1,1,0,0.0772918749134988
1,20,2,1,0,0,0,1,0.351197324693203
1,20,3,0,1,0,1,0,0.197218686342239
1,20,4,0,0,0,0,0,0
1,21,1,1,0,0,0,0,0.222817821893841
1,21,2,0,0,1,0,0,0.372965408256277
1,21,3,1,0,0,1,0,0.849743284517899
1,21,4,0,0,0,0,0,0
1,22,1,0,1,0,0,0,0.122293806402013
1,22,2,1,0,0,0,1,0.874943430069834
1,22,3,0,0,1,0,1,0.993227801751345
1,22,4,0,0,0,0,0,0
1,23,1,0,0,1,0,1,0.52228964609094
1,23,2,1,0,0,1,0,0.23831705795601
1,23,3,0,1,0,0,0,0.921326123410836
1,23,4,0,0,0,0,0,0
1,24,1,0,0,1,1,0,0.110511020058766
1,24,2,0,0,1,0,0,0.116635156562552
1,24,3,1,0,0,0,1,0.0763227329589427
1,24,4,0,0,0,0,0,0
1,25,1,0,1,0,1,0,0.688463405938819
1,25,2,1,0,0,0,0,0.649861947167665
1,25,3,0,1,0,0,0,0.872612606966868
1,25,4,0,0,0,0,0,0
1,26,1,1,0,0,1,0,0.45009305421263
1,26,2,0,1,0,1,0,0.984323669457808
1,26,3,0,1,0,0,0,0.90603522863239
1,26,4,0,0,0,0,0,0
1,27,1,0,0,1,0,0,0.520349672762677
1,27,2,1,0,0,1,0,0.692660877946764
1,27,3,0,0,1,0,0,0.809808400226757
1,27,4,0,0,0,0,0,0
1,28,1,0,0,1,1,0,0.719235315918922
1,28,2,1,0,0,0,0,0.70918926759623
1,28,3,0,1,0,0,1,0.139277450274676
1,28,4,0,0,0,0,0,0
1,29,1,0,0,1,0,0,0.614482569973916
1,29,2,1,0,0,0,1,0.332827402744442
1,29,3,0,1,0,0,0,0.851094804471359
1,29,4,0,0,0,0,0,0
1,30,1,0,1,0,1,0,0.467730070929974
1,30,2,0,1,0,1,0,0.0377497179433703
1,30,3,1,0,0,1,0,0.0347443833015859
1,30,4,0,0,0,0,0,0
1,31,1,0,1,0,0,1,0.659435250097886
1,31,2,0,0,1,1,0,0.646761544048786
1,31,3,1,0,0,1,0,0.504451381973922
1,31,4,0,0,0,0,0,0
1,32,1,0,0,1,1,0,0.633988835383207
1,32,2,1,0,0,0,0,0.349648194853216
1,32,3,1,0,0,1,0,0.0923397692386061
1,32,4,0,0,0,0,0,0
2,1,1,1,0,0,1,0,0.688554649241269
2,1,2,0,1,0,0,1,0.931740943575278
2,1,3,0,1,0,0,1,0.139277450274676
2,1,4,0,0,0,0,0,0
2,2,1,1,0,0,1,0,0.728977212682366
2,2,2,0,1,0,1,0,0.467730070929974
2,2,3,1,0,0,0,0,0.815926771145314
2,2,4,0,0,0,0,0,0
2,3,1,1,0,0,1,0,0.417543536052108
2,3,2,0,0,1,1,0,0.250625471351668
2,3,3,0,0,1,1,0,0.110511020058766
2,3,4,0,0,0,0,0,0
2,4,1,1,0,0,0,1,0.995638309745118
2,4,2,0,0,1,0,0,0.249016341986135
2,4,3,0,0,1,1,0,0.0772918749134988
2,4,4,0,0,0,0,0,0
2,5,1,0,1,0,0,0,0.921326123410836
2,5,2,0,0,1,0,0,0.79792897333391
2,5,3,1,0,0,0,0,0.302230932284147
2,5,4,0,0,0,0,0,0
2,6,1,1,0,0,0,1,0.5176159334369
2,6,2,0,1,0,0,1,0.0443645464256406
2,6,3,0,0,1,0,1,0.450073560234159
2,6,4,0,0,0,0,0,0
2,7,1,1,0,0,1,0,0.624531211564317
2,7,2,0,0,1,1,0,0.219440057175234
2,7,3,1,0,0,0,0,0.453530390514061
2,7,4,0,0,0,0,0,0
2,8,1,1,0,0,0,0,0.858110398752615
2,8,2,0,0,1,1,0,0.633988835383207
2,8,3,0,1,0,0,1,0.776852056849748
2,8,4,0,0,0,0,0,0
2,9,1,1,0,0,0,0,0.267899898346514
2,9,2,1,0,0,0,0,0.386171608231962
2,9,3,0,0,1,0,0,0.116635156562552
2,9,4,0,0,0,0,0,0
2,10,1,0,0,1,1,0,0.556089093210176
2,10,2,0,0,1,1,0,0.0224713764619082
2,10,3,1,0,0,0,1,0.351197324693203
2,10,4,0,0,0,0,0,0
2,11,1,0,1,0,0,0,0.90603522863239
2,11,2,0,0,1,0,1,0.993227801751345
2,11,3,1,0,0,0,1,0.209215686656535
2,11,4,0,0,0,0,0,0
2,12,1,0,1,0,0,0,0.596397335641086
2,12,2,0,0,1,0,1,0.518628991441801
2,12,3,1,0,0,0,0,0.222817821893841
2,12,4,0,0,0,0,0,0
2,13,1,1,0,0,0,0,0.587260813685134
2,13,2,0,1,0,1,0,0.174737266497687
2,13,3,1,0,0,0,1,0.609467238886282
2,13,4,0,0,0,0,0,0
2,14,1,1,0,0,0,0,0.649861947167665
2,14,2,1,0,0,0,0,0.397879696451128
2,14,3,0,0,1,0,1,0.0931751148309559
2,14,4,0,0,0,0,0,0
2,15,1,0,1,0,0,0,0.787423417903483
2,15,2,0,0,1,0,0,0.974940169835463
2,15,3,1,0,0,1,0,0.173702692845836
2,15,4,0,0,0,0,0,0
2,16,1,1,0,0,0,1,0.994029203196988
2,16,2,0,0,1,0,0,0.69996713870205
2,16,3,1,0,0,1,0,0.23831705795601
2,16,4,0,0,0,0,0,0
2,17,1,0,0,1,1,0,0.507481570122764
2,17,2,1,0,0,0,0,0.536209387937561
2,17,3,0,1,0,0,0,0.0946537170093507
2,17,4,0,0,0,0,0,0
2,18,1,0,1,0,1,0,0.112776913214475
2,18,2,0,0,1,0,0,0.77529555791989
2,18,3,1,0,0,0,1,0.207927568117157
2,18,4,0,0,0,0,0,0
2,19,1,0,1,0,0,0,0.147771810181439
2,19,2,0,1,0,0,1,0.215468375943601
2,19,3,0,1,0,0,1,0.170029285596684
2,19,4,0,0,0,0,0,0
2,20,1,1,0,0,1,0,0.253418082371354
2,20,2,0,1,0,0,0,0.0567487904336303
2,20,3,0,1,0,1,0,0.305947362678126
2,20,4,0,0,0,0,0,0
2,21,1,0,0,1,0,0,0.389175177318975
2,21,2,1,0,0,0,1,0.199290785007179
2,21,3,1,0,0,1,0,0.849743284517899
2,21,4,0,0,0,0,0,0
2,22,1,0,1,0,1,0,0.984323669457808
2,22,2,0,0,1,0,1,0.0817159586586058
2,22,3,0,0,1,0,0,0.673305671429262
2,22,4,0,0,0,0,0,0
2,23,1,0,0,1,1,0,0.54443607176654
2,23,2,1,0,0,1,0,0.45009305421263
2,23,3,0,1,0,0,0,0.122293806402013
2,23,4,0,0,0,0,0,0
2,24,1,1,0,0,1,0,0.0347443833015859
2,24,2,0,1,0,0,1,0.982073481660336
2,24,3,0,1,0,1,0,0.288681357400492
2,24,4,0,0,0,0,0,0
2,25,1,1,0,0,0,0,0.349648194853216
2,25,2,1,0,0,0,1,0.0763227329589427
2,25,3,0,0,1,0,1,0.0245839008130133
2,25,4,0,0,0,0,0,0
2,26,1,0,0,1,1,0,0.928746761288494
2,26,2,0,0,1,1,0,0.75572042260319
2,26,3,1,0,0,0,1,0.552895397180691
2,26,4,0,0,0,0,0,0
2,27,1,0,0,1,1,0,0.646761544048786
2,27,2,1,0,0,0,1,0.726691992720589
2,27,3,0,0,1,1,0,0.447676197392866
2,27,4,0,0,0,0,0,0
2,28,1,0,0,1,0,0,0.809808400226757
2,28,2,0,1,0,1,0,0.010391871444881
2,28,3,0,0,1,0,1,0.52228964609094
2,28,4,0,0,0,0,0,0
2,29,1,0,1,0,0,1,0.101957165636122
2,29,2,0,1,0,0,0,0.580433379858732
2,29,3,0,1,0,0,0,0.435116852866486
2,29,4,0,0,0,0,0,0
2,30,1,0,0,1,1,0,0.162343678995967
2,30,2,0,1,0,0,0,0.662638881243765
2,30,3,0,0,1,0,1,0.234571038046852
2,30,4,0,0,0,0,0,0
2,31,1,0,0,1,0,1,0.305813931627199
2,31,2,0,0,1,0,0,0.614482569973916
2,31,3,1,0,0,0,1,0.874943430069834
2,31,4,0,0,0,0,0,0
2,32,1,1,0,0,1,0,0.692660877946764
2,32,2,1,0,0,1,0,0.689301565289497
2,32,3,0,1,0,0,0,0.308747658738866
2,32,4,0,0,0,0,0,0
3,1,1,0,0,1,1,0,0.75572042260319
3,1,2,0,0,1,0,1,0.75527166808024
3,1,3,0,1,0,0,0,0.435116852866486
3,1,4,0,0,0,0,0,0
3,2,1,0,1,0,0,0,0.851094804471359
3,2,2,0,0,1,0,0,0.809808400226757
3,2,3,0,1,0,0,1,0.0722935523372144
3,2,4,0,0,0,0,0,0
3,3,1,0,0,1,0,0,0.673305671429262
3,3,2,1,0,0,0,0,0.815926771145314
3,3,3,0,1,0,0,0,0.662638881243765
3,3,4,0,0,0,0,0,0
3,4,1,1,0,0,0,0,0.0974897837731987
3,4,2,0,1,0,1,0,0.984323669457808
3,4,3,0,1,0,1,0,0.305947362678126
3,4,4,0,0,0,0,0,0
3,5,1,0,0,1,0,0,0.614482569973916
3,5,2,0,1,0,1,0,0.010391871444881
3,5,3,0,1,0,1,0,0.354328586021438
3,5,4,0,0,0,0,0,0
3,6,1,0,0,1,1,0,0.110511020058766
3,6,2,0,0,1,0,0,0.389175177318975
3,6,3,1,0,0,0,0,0.587260813685134
3,6,4,0,0,0,0,0,0
3,7,1,0,1,0,0,1,0.139277450274676
3,7,2,1,0,0,1,0,0.849743284517899
3,7,3,1,0,0,1,0,0.689301565289497
3,7,4,0,0,0,0,0,0
3,8,1,1,0,0,1,0,0.0347443833015859
3,8,2,0,1,0,1,0,0.0247949017211795
3,8,3,0,0,1,1,0,0.646761544048786
3,8,4,0,0,0,0,0,0
3,9,1,1,0,0,1,0,0.253418082371354
3,9,2,0,1,0,0,0,0.122293806402013
3,9,3,0,0,1,1,0,0.54443607176654
3,9,4,0,0,0,0,0,0
3,10,1,0,0,1,0,0,0.372965408256277
3,10,2,0,0,1,0,1,0.0817159586586058
3,10,3,0,1,0,0,0,0.787423417903483
3,10,4,0,0,0,0,0,0
3,11,1,0,1,0,0,0,0.921326123410836
3,11,2,0,1,0,0,1,0.383381687104702
3,11,3,0,0,1,0,0,0.520349672762677
3,11,4,0,0,0,0,0,0
3,12,1,0,0,1,0,0,0.17931176093407
3,12,2,0,0,1,0,1,0.993227801751345
3,12,3,0,1,0,0,1,0.271541259251535
3,12,4,0,0,0,0,0,0
3,13,1,1,0,0,0,1,0.207927568117157
3,13,2,1,0,0,0,1,0.332827402744442
3,13,3,0,1,0,1,0,0.467730070929974
3,13,4,0,0,0,0,0,0
3,14,1,1,0,0,0,1,0.874943430069834
3,14,2,0,0,1,0,1,0.701769283041358
3,14,3,1,0,0,1,0,0.504451381973922
3,14,4,0,0,0,0,0,0
3,15,1,0,0,1,0,0,0.88122747046873
3,15,2,0,1,0,0,0,0.90603522863239
3,15,3,0,1,0,1,0,0.288681357400492
3,15,4,0,0,0,0,0,0
3,16,1,1,0,0,0,0,0.536209387937561
3,16,2,0,1,0,0,0,0.0567487904336303
3,16,3,0,0,1,0,1,0.647222646744922
3,16,4,0,0,0,0,0,0
3,17,1,0,0,1,1,0,0.0772918749134988
3,17,2,0,1,0,0,1,0.628238940611482
3,17,3,1,0,0,0,1,0.209215686656535
3,17,4,0,0,0,0,0,0
3,18,1,1,0,0,1,0,0.0923397692386061
3,18,2,1,0,0,0,1,0.5176159334369
3,18,3,0,1,0,0,1,0.776852056849748
3,18,4,0,0,0,0,0,0
3,19,1,0,1,0,1,0,0.197218686342239
3,19,2,1,0,0,0,1,0.552895397180691
3,19,3,0,1,0,1,0,0.0377497179433703
3,19,4,0,0,0,0,0,0
3,20,1,1,0,0,1,0,0.23831705795601
3,20,2,1,0,0,1,0,0.173702692845836
3,20,3,1,0,0,0,1,0.995638309745118
3,20,4,0,0,0,0,0,0
3,21,1,1,0,0,0,0,0.858110398752615
3,21,2,0,0,1,0,0,0.896760692587122
3,21,3,0,1,0,0,1,0.170029285596684
3,21,4,0,0,0,0,0,0
3,22,1,0,0,1,1,0,0.719235315918922
3,22,2,0,1,0,0,0,0.335994826396927
3,22,3,0,0,1,0,1,0.0931751148309559
3,22,4,0,0,0,0,0,0
3,23,1,0,1,0,0,1,0.0443645464256406
3,23,2,0,0,1,1,0,0.250625471351668
3,23,3,1,0,0,0,1,0.609467238886282
3,23,4,0,0,0,0,0,0
3,24,1,0,0,1,0,0,0.77529555791989
3,24,2,0,1,0,0,1,0.982073481660336
3,24,3,0,1,0,0,1,0.0646001438144594
3,24,4,0,0,0,0,0,0
3,25,1,0,1,0,1,0,0.45303115202114
3,25,2,1,0,0,0,0,0.649861947167665
3,25,3,0,0,1,0,1,0.745783461723477
3,25,4,0,0,0,0,0,0
3,26,1,0,1,0,0,0,0.308747658738866
3,26,2,1,0,0,0,0,0.222817821893841
3,26,3,0,0,1,0,1,0.370164902647957
3,26,4,0,0,0,0,0,0
3,27,1,0,1,0,0,1,0.101957165636122
3,27,2,0,1,0,1,0,0.112776913214475
3,27,3,1,0,0,0,0,0.386171608231962
3,27,4,0,0,0,0,0,0
3,28,1,0,0,1,1,0,0.928746761288494
3,28,2,0,1,0,0,0,0.872612606966868
3,28,3,0,0,1,0,0,0.79792897333391
3,28,4,0,0,0,0,0,0
3,29,1,0,1,0,0,1,0.931740943575278
3,29,2,0,0,1,0,0,0.116635156562552
3,29,3,0,0,1,0,1,0.450073560234159
3,29,4,0,0,0,0,0,0
3,30,1,0,1,0,0,1,0.915454316651449
3,30,2,1,0,0,0,1,0.351197324693203
3,30,3,1,0,0,0,0,0.349648194853216
3,30,4,0,0,0,0,0,0
3,31,1,0,1,0,1,0,0.174737266497687
3,31,2,1,0,0,1,0,0.624531211564317
3,31,3,0,1,0,0,0,0.580433379858732
3,31,4,0,0,0,0,0,0
3,32,1,0,0,1,0,1,0.0245839008130133
3,32,2,0,0,1,0,1,0.234571038046852
3,32,3,1,0,0,1,0,0.688554649241269
3,32,4,0,0,0,0,0,0
4,1,1,1,0,0,1,0,0.253418082371354
4,1,2,0,0,1,0,0,0.673305671429262
4,1,3,0,1,0,0,1,0.101957165636122
4,1,4,0,0,0,0,0,0
4,2,1,0,1,0,0,1,0.659435250097886
4,2,2,0,1,0,1,0,0.010391871444881
4,2,3,0,0,1,1,0,0.219440057175234
4,2,4,0,0,0,0,0,0
4,3,1,0,1,0,0,0,0.0946537170093507
4,3,2,0,0,1,0,1,0.0931751148309559
4,3,3,0,0,1,1,0,0.0224713764619082
4,3,4,0,0,0,0,0,0
4,4,1,1,0,0,0,0,0.302230932284147
4,4,2,1,0,0,1,0,0.692660877946764
4,4,3,1,0,0,1,0,0.688554649241269
4,4,4,0,0,0,0,0,0
4,5,1,0,0,1,1,0,0.928746761288494
4,5,2,0,0,1,0,1,0.52228964609094
4,5,3,0,0,1,0,0,0.389175177318975
4,5,4,0,0,0,0,0,0
4,6,1,0,0,1,0,0,0.249016341986135
4,6,2,0,0,1,1,0,0.250625471351668
4,6,3,0,1,0,0,1,0.982073481660336
4,6,4,0,0,0,0,0,0
4,7,1,1,0,0,0,1,0.994029203196988
4,7,2,1,0,0,0,0,0.386171608231962
4,7,3,0,0,1,1,0,0.0772918749134988
4,7,4,0,0,0,0,0,0
4,8,1,0,0,1,0,1,0.0682543686125427
4,8,2,0,1,0,1,0,0.984323669457808
4,8,3,0,1,0,1,0,0.688463405938819
4,8,4,0,0,0,0,0,0
4,9,1,0,1,0,0,1,0.139277450274676
4,9,2,0,0,1,0,0,0.88122747046873
4,9,3,0,0,1,0,0,0.974940169835463
4,9,4,0,0,0,0,0,0
4,10,1,0,1,0,0,0,0.335994826396927
4,10,2,1,0,0,0,0,0.291792382253334
4,10,3,0,1,0,0,0,0.787423417903483
4,10,4,0,0,0,0,0,0
4,11,1,0,1,0,0,0,0.122293806402013
4,11,2,0,1,0,1,0,0.354328586021438
4,11,3,1,0,0,0,0,0.587260813685134
4,11,4,0,0,0,0,0,0
4,12,1,1,0,0,0,1,0.207927568117157
4,12,2,1,0,0,1,0,0.0347443833015859
4,12,3,1,0,0,0,0,0.349648194853216
4,12,4,0,0,0,0,0,0
4,13,1,0,0,1,0,1,0.234571038046852
4,13,2,0,1,0,0,0,0.851094804471359
4,13,3,0,0,1,1,0,0.646761544048786
4,13,4,0,0,0,0,0,0
4,14,1,0,1,0,1,0,0.467730070929974
4,14,2,0,0,1,0,0,0.614482569973916
4,14,3,1,0,0,0,1,0.351197324693203
4,14,4,0,0,0,0,0,0
4,15,1,0,1,0,1,0,0.783169837435707
4,15,2,1,0,0,0,1,0.874943430069834
4,15,3,1,0,0,0,0,0.70918926759623
4,15,4,0,0,0,0,0,0
4,16,1,0,1,0,0,0,0.308747658738866
4,16,2,1,0,0,1,0,0.45009305421263
4,16,3,0,0,1,0,1,0.450073560234159
4,16,4,0,0,0,0,0,0
4,17,1,1,0,0,0,1,0.726691992720589
4,17,2,1,0,0,0,0,0.397879696451128
4,17,3,0,0,1,0,1,0.0245839008130133
4,17,4,0,0,0,0,0,0
4,18,1,1,0,0,0,0,0.222817821893841
4,18,2,0,0,1,0,0,0.809808400226757
4,18,3,0,0,1,0,1,0.993227801751345
4,18,4,0,0,0,0,0,0
4,19,1,0,1,0,0,1,0.271541259251535
4,19,2,1,0,0,0,1,0.609467238886282
4,19,3,0,1,0,1,0,0.197218686342239
4,19,4,0,0,0,0,0,0
4,20,1,0,1,0,0,1,0.0646001438144594
4,20,2,0,0,1,0,1,0.647222646744922
4,20,3,0,0,1,0,1,0.305813931627199
4,20,4,0,0,0,0,0,0
4,21,1,1,0,0,1,0,0.728977212682366
4,21,2,0,1,0,0,1,0.931740943575278
4,21,3,1,0,0,1,0,0.624531211564317
4,21,4,0,0,0,0,0,0
4,22,1,1,0,0,0,1,0.0763227329589427
4,22,2,0,0,1,0,0,0.116635156562552
4,22,3,0,1,0,1,0,0.0377497179433703
4,22,4,0,0,0,0,0,0
4,23,1,1,0,0,1,0,0.689301565289497
4,23,2,0,1,0,0,0,0.147771810181439
4,23,3,0,1,0,0,0,0.662638881243765
4,23,4,0,0,0,0,0,0
4,24,1,0,1,0,1,0,0.0247949017211795
4,24,2,1,0,0,0,1,0.332827402744442
4,24,3,1,0,0,0,1,0.174831224605441
4,24,4,0,0,0,0,0,0
4,25,1,1,0,0,1,0,0.0923397692386061
4,25,2,0,0,1,1,0,0.162343678995967
4,25,3,0,1,0,0,1,0.215468375943601
4,25,4,0,0,0,0,0,0
4,26,1,0,0,1,0,0,0.79792897333391
4,26,2,0,1,0,0,1,0.170029285596684
4,26,3,1,0,0,1,0,0.173702692845836
4,26,4,0,0,0,0,0,0
4,27,1,0,0,1,1,0,0.447676197392866
4,27,2,0,0,1,0,1,0.0817159586586058
4,27,3,1,0,0,1,0,0.417543536052108
4,27,4,0,0,0,0,0,0
4,28,1,1,0,0,0,1,0.900902218651026
4,28,2,0,1,0,1,0,0.45303115202114
4,28,3,0,1,0,0,1,0.628238940611482
4,28,4,0,0,0,0,0,0
4,29,1,1,0,0,0,1,0.209215686656535
4,29,2,0,0,1,0,1,0.75527166808024
4,29,3,0,1,0,0,1,0.0722935523372144
4,29,4,0,0,0,0,0,0
4,30,1,0,1,0,0,0,0.921326123410836
4,30,2,0,0,1,0,1,0.370164902647957
4,30,3,0,1,0,1,0,0.112776913214475
4,30,4,0,0,0,0,0,0
4,31,1,1,0,0,1,0,0.111543797887862
4,31,2,0,0,1,0,0,0.77529555791989
4,31,3,0,0,1,0,1,0.745783461723477
4,31,4,0,0,0,0,0,0
4,32,1,0,1,0,1,0,0.288681357400492
4,32,2,1,0,0,0,0,0.649861947167665
4,32,3,1,0,0,0,1,0.552895397180691
4,32,4,0,0,0,0,0,0
5,1,1,0,0,1,0,1,0.701769283041358
5,1,2,0,0,1,1,0,0.75572042260319
5,1,3,0,0,1,0,0,0.673305671429262
5,1,4,0,0,0,0,0,0
5,2,1,0,0,1,1,0,0.250625471351668
5,2,2,1,0,0,1,0,0.849743284517899
5,2,3,0,0,1,0,0,0.520349672762677
5,2,4,0,0,0,0,0,0
5,3,1,1,0,0,1,0,0.0347443833015859
5,3,2,0,1,0,1,0,0.45303115202114
5,3,3,1,0,0,0,0,0.0974897837731987
5,3,4,0,0,0,0,0,0
5,4,1,0,0,1,1,0,0.447676197392866
5,4,2,0,1,0,0,1,0.170029285596684
5,4,3,0,1,0,1,0,0.112776913214475
5,4,4,0,0,0,0,0,0
5,5,1,0,1,0,1,0,0.305947362678126
5,5,2,1,0,0,0,0,0.349648194853216
5,5,3,1,0,0,0,0,0.453530390514061
5,5,4,0,0,0,0,0,0
5,6,1,1,0,0,0,1,0.5176159334369
5,6,2,0,0,1,0,0,0.896760692587122
5,6,3,0,0,1,1,0,0.162343678995967
5,6,4,0,0,0,0,0,0
5,7,1,0,0,1,1,0,0.54443607176654
5,7,2,0,1,0,0,1,0.628238940611482
5,7,3,1,0,0,0,0,0.858110398752615
5,7,4,0,0,0,0,0,0
5,8,1,0,0,1,1,0,0.0772918749134988
5,8,2,0,1,0,1,0,0.688463405938819
5,8,3,0,0,1,0,0,0.389175177318975
5,8,4,0,0,0,0,0,0
5,9,1,0,0,1,0,1,0.0245839008130133
5,9,2,1,0,0,1,0,0.45009305421263
5,9,3,0,0,1,0,0,0.249016341986135
5,9,4,0,0,0,0,0,0
5,10,1,0,1,0,0,0,0.147771810181439
5,10,2,0,1,0,1,0,0.010391871444881
5,10,3,0,0,1,1,0,0.556089093210176
5,10,4,0,0,0,0,0,0
5,11,1,1,0,0,0,0,0.222817821893841
5,11,2,0,1,0,0,1,0.0722935523372144
5,11,3,1,0,0,0,1,0.199290785007179
5,11,4,0,0,0,0,0,0
5,12,1,0,0,1,0,0,0.809808400226757
5,12,2,1,0,0,0,1,0.209215686656535
5,12,3,0,1,0,0,1,0.215468375943601
5,12,4,0,0,0,0,0,0
5,13,1,0,1,0,1,0,0.0377497179433703
5,13,2,0,0,1,0,1,0.647222646744922
5,13,3,0,1,0,0,1,0.383381687104702
5,13,4,0,0,0,0,0,0
5,14,1,1,0,0,0,1,0.994029203196988
5,14,2,0,1,0,1,0,0.354328586021438
5,14,3,0,0,1,0,1,0.305813931627199
5,14,4,0,0,0,0,0,0
5,15,1,0,0,1,1,0,0.646761544048786
5,15,2,0,1,0,0,0,0.435116852866486
5,15,3,1,0,0,0,0,0.267899898346514
5,15,4,0,0,0,0,0,0
5,16,1,0,0,1,0,0,0.974940169835463
5,16,2,0,0,1,0,1,0.518628991441801
5,16,3,0,1,0,0,1,0.776852056849748
5,16,4,0,0,0,0,0,0
5,17,1,0,0,1,0,1,0.75527166808024
5,17,2,1,0,0,0,1,0.0763227329589427
5,17,3,1,0,0,1,0,0.624531211564317
5,17,4,0,0,0,0,0,0
5,18,1,0,1,0,1,0,0.984323669457808
5,18,2,0,1,0,0,0,0.122293806402013
5,18,3,0,0,1,0,1,0.993227801751345
5,18,4,0,0,0,0,0,0
5,19,1,0,1,0,1,0,0.0247949017211795
5,19,2,1,0,0,1,0,0.0923397692386061
5,19,3,1,0,0,0,0,0.397879696451128
5,19,4,0,0,0,0,0,0
5,20,1,0,0,1,1,0,0.633988835383207
5,20,2,0,1,0,0,0,0.921326123410836
5,20,3,0,0,1,0,1,0.370164902647957
5,20,4,0,0,0,0,0,0
5,21,1,1,0,0,0,1,0.900902218651026
5,21,2,0,1,0,1,0,0.288681357400492
5,21,3,0,1,0,0,0,0.0946537170093507
5,21,4,0,0,0,0,0,0
5,22,1,0,1,0,1,0,0.467730070929974
5,22,2,1,0,0,0,1,0.552895397180691
5,22,3,1,0,0,1,0,0.111543797887862
5,22,4,0,0,0,0,0,0
5,23,1,0,1,0,0,0,0.308747658738866
5,23,2,0,1,0,0,0,0.662638881243765
5,23,3,1,0,0,1,0,0.728977212682366
5,23,4,0,0,0,0,0,0
5,24,1,0,0,1,0,1,0.0682543686125427
5,24,2,1,0,0,0,0,0.291792382253334
5,24,3,1,0,0,0,1,0.207927568117157
5,24,4,0,0,0,0,0,0
5,25,1,0,0,1,0,0,0.88122747046873
5,25,2,0,0,1,1,0,0.0224713764619082
5,25,3,0,0,1,0,0,0.69996713870205
5,25,4,0,0,0,0,0,0
5,26,1,0,1,0,1,0,0.174737266497687
5,26,2,0,1,0,0,1,0.931740943575278
5,26,3,1,0,0,1,0,0.688554649241269
5,26,4,0,0,0,0,0,0
